segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,city,county,state,postcode,country,country_code
YLQRLAD,148245,-33.9363917417,18.4825050244,-33.936,18.483,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55dc810>,"{'place_id': 81293964, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4265561, 'lat': '-33.93636533397877', 'lon': '18.4824342516896', 'display_name': 'Black River Parkway, Observatory, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Black River Parkway', 'suburb': 'Observatory', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.939634', '-33.9361898', '18.4823209', '18.4839434']}",Black River Parkway,Observatory,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
JW0WKQ9,148250,-33.944074620500004,18.4756165241,-33.944,18.476,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e0d50>,"{'place_id': 80758004, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4259040, 'lat': '-33.94403873761927', 'lon': '18.476002772358814', 'display_name': 'Settlers Way, Observatory, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Observatory', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9440976', '-33.943877', '18.4751803', '18.4782627']}",Settlers Way,Observatory,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
2YQQ9WS,148258,-33.960017237399995,18.5582303503,-33.96,18.558,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e0dd0>,"{'place_id': 231899885, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738674488, 'lat': '-33.959949958447645', 'lon': '18.557860384068945', 'display_name': 'Robert Sobukwe Road, Bonteheuwel, Cape Town, City of Cape Town, Western Cape, 7535, South Africa', 'address': {'road': 'Robert Sobukwe Road', 'suburb': 'Bonteheuwel', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7535', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9601489', '-33.9599315', '18.5577917', '18.557867']}",Robert Sobukwe Road,Bonteheuwel,Cape Town,City of Cape Town,Western Cape,7535,South Africa,za
UEP9HM4,148261,-34.0254343772,18.6894162629,-34.025,18.689,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e08d0>,"{'place_id': 233751931, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742964865, 'lat': '-34.02555155172414', 'lon': '18.688779379310347', 'display_name': 'N2, Cape Town Ward 93, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 93', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0277316', '-34.0242578', '18.685501', '18.6943118']}",N2,Cape Town Ward 93,,City of Cape Town,Western Cape,7784,South Africa,za
OCR113O,148266,-33.8899189421,18.5214132763,-33.89,18.521,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e3d10>,"{'place_id': 91552130, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 24583620, 'lat': '-33.88989650924554', 'lon': '18.520903804423615', 'display_name': 'Boundary Road, Milnerton, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'Boundary Road', 'suburb': 'Milnerton', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8925605', '-33.8888571', '18.517261', '18.521194']}",Boundary Road,Milnerton,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
0W39BFY,148268,-33.9412272558,18.6601878897,-33.941,18.66,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55db8d0>,"{'place_id': 80276841, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317172, 'lat': '-33.9410058246322', 'lon': '18.66002848704864', 'display_name': 'Kuils River Freeway, Cape Town Ward 12, Bellville, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 12', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9485805', '-33.9193194', '18.6584857', '18.665481']}",Kuils River Freeway,Cape Town Ward 12,,City of Cape Town,Western Cape,7580,South Africa,za
OCFS8ZD,148299,-34.043136335300005,18.7371877805,-34.043,18.737,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55dbc50>,"{'place_id': 79146388, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287864, 'lat': '-34.04312072360457', 'lon': '18.736987513564962', 'display_name': 'N2, Croydon Vineyard Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Vineyard Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0432265', '-34.0413572', '18.7289547', '18.7380102']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7784,South Africa,za
PD4MTSH,148300,-33.8775813035,18.6723996035,-33.878,18.672,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55db4d0>,"{'place_id': 80734626, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317058, 'lat': '-33.87782290101085', 'lon': '18.672484711429593', 'display_name': 'Kuils River Freeway, Cape Town Ward 3, Brackenfell, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 3', 'town': 'Brackenfell', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8788262', '-33.8765339', '18.6720119', '18.6728545']}",Kuils River Freeway,Cape Town Ward 3,,City of Cape Town,Western Cape,7560,South Africa,za
WJXP54Z,148314,-33.7833258658,18.9454972629,-33.783,18.945,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55db090>,"{'place_id': 85795997, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 13755670, 'lat': '-33.78345944494535', 'lon': '18.945150764598658', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7984478', '-33.7756672', '18.8707728', '18.9574603']}",N1,Stellenbosch Ward 18,Stellenbosch Local Municipality,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
6EAJWW6,148317,-33.9133792588,18.6678837042,-33.913,18.668,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc4c4d0>,"{'place_id': 232615504, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 739677527, 'lat': '-33.91335650777185', 'lon': '18.66771696806759', 'display_name': 'Strand Road, Cape Town Ward 3, Bellville, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'road': 'Strand Road', 'suburb': 'Cape Town Ward 3', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9134025', '-33.912853', '18.6670314', '18.6677749']}",Strand Road,Cape Town Ward 3,,City of Cape Town,Western Cape,7580,South Africa,za
1G21L7Q,148330,-33.872207667,18.5298086837,-33.872,18.53,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbe9a3d0>,"{'place_id': 187227041, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 449113468, 'lat': '-33.871994150392894', 'lon': '18.530052777446123', 'display_name': 'N7, Milnerton, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Milnerton', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8772914', '-33.8484176', '18.5296882', '18.5329213']}",N7,Milnerton,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
G98H7FR,148332,-33.9209053644,18.4370621417,-33.921,18.437,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e69d0>,"{'place_id': 93365341, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 26577111, 'lat': '-33.92091532405549', 'lon': '18.437021381892595', 'display_name': 'N1, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7915, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 115', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7915', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9215791', '-33.9203042', '18.4354045', '18.4402943']}",N1,Cape Town Ward 115,Cape Town,City of Cape Town,Western Cape,7915,South Africa,za
75BPNAM,148343,-33.918742588899995,18.4745899235,-33.919,18.475,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e62d0>,"{'place_id': 80512960, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4263185, 'lat': '-33.91865257752965', 'lon': '18.4749206004272', 'display_name': 'FW de Klerk Boulevard, Paarden Eiland, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'FW de Klerk Boulevard', 'suburb': 'Paarden Eiland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9211966', '-33.9180674', '18.460599', '18.477474']}",FW de Klerk Boulevard,Paarden Eiland,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
MJ9YER2,148349,-33.884585630100005,18.5908186061,-33.885,18.591,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e6d10>,"{'place_id': 170128350, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361563499, 'lat': '-33.8848112255643', 'lon': '18.591026121821653', 'display_name': 'N1, Parow North, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'road': 'N1', 'suburb': 'Parow North', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8848203', '-33.884695', '18.5898923', '18.5910917']}",N1,Parow North,,City of Cape Town,Western Cape,7500,South Africa,za
N5NO82G,148354,-33.8847704012,18.6402575718,-33.885,18.64,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec55e8910>,"{'place_id': 171564818, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 360199039, 'lat': '-33.88508315284491', 'lon': '18.640035210317354', 'display_name': 'N1, Cape Town Ward 3, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 3', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8853119', '-33.8842873', '18.639495', '18.6419147']}",N1,Cape Town Ward 3,,City of Cape Town,Western Cape,7530,South Africa,za
4K0TGLP,148360,-34.007490004699996,18.6486066768,-34.007,18.649,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf0f590>,"{'place_id': 94167402, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30793636, 'lat': '-34.00686652075427', 'lon': '18.64905199721581', 'display_name': 'Old Faure Road, Cape Town Ward 114, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Old Faure Road', 'suburb': 'Cape Town Ward 114', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0096596', '-34.0037453', '18.6406772', '18.6600487']}",Old Faure Road,Cape Town Ward 114,,City of Cape Town,Western Cape,7100,South Africa,za
16WNX7T,148366,-34.0840923956,18.8298432718,-34.084,18.83,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf0fe10>,"{'place_id': 116562654, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 127331836, 'lat': '-34.0815243', 'lon': '18.828537653790978', 'display_name': 'Somerset West Golf Club, Somerset West Bypass, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'golf_course': 'Somerset West Golf Club', 'address26': 'Somerset West Bypass', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0846791', '-34.0784306', '18.8251598', '18.8334016']}",,Cape Town Ward 15,,City of Cape Town,Western Cape,7130,South Africa,za
XPEXW89,148377,-34.0767186015,18.8204129867,-34.077,18.82,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf2b550>,"{'place_id': 169673747, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361482179, 'lat': '-34.07664218852222', 'lon': '18.820319075412495', 'display_name': 'N2, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0801387', '-34.0604926', '18.7968497', '18.824172']}",N2,Cape Town Ward 15,,City of Cape Town,Western Cape,7130,South Africa,za
3ZQNS8O,148384,-33.8505187144,18.7071305999,-33.851,18.707,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf2be90>,"{'place_id': 95010250, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 35938038, 'lat': '-33.850956665990736', 'lon': '18.707019412546746', 'display_name': 'Erasmus Street, Cape Town Ward 111, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'Erasmus Street', 'suburb': 'Cape Town Ward 111', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8519717', '-33.850949', '18.7070023', '18.709285']}",Erasmus Street,Cape Town Ward 111,,City of Cape Town,Western Cape,7561,South Africa,za
QFRMXC4,148408,-33.940283486300004,18.4498391733,-33.94,18.45,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf37210>,"{'place_id': 83432243, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8019213, 'lat': '-33.9398092', 'lon': '18.4498375', 'display_name': 'Garrick Road, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Garrick Road', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9398092', '-33.9375646', '18.4498375', '18.4501342']}",Garrick Road,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
2J6C2D5,148411,-34.0740316197,18.8174498623,-34.074,18.817,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf37ed0>,"{'place_id': 169673747, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361482179, 'lat': '-34.07380045326273', 'lon': '18.81718145706368', 'display_name': 'N2, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0801387', '-34.0604926', '18.7968497', '18.824172']}",N2,Cape Town Ward 15,,City of Cape Town,Western Cape,7130,South Africa,za
WUGV4DU,148436,-33.8864946035,18.5774246428,-33.886,18.577,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf37310>,"{'place_id': 90975175, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 22678576, 'lat': '-33.8857902753206', 'lon': '18.57691959437211', 'display_name': 'Erna Close, Northgate, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'road': 'Erna Close', 'suburb': 'Northgate', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8858115', '-33.8850018', '18.5734215', '18.577398']}",Erna Close,Northgate,,City of Cape Town,Western Cape,7500,South Africa,za
1BB1WRK,148446,-33.9143602758,18.4933810998,-33.914,18.493,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbf0e710>,"{'place_id': 90260577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 24555338, 'lat': '-33.91384358117633', 'lon': '18.492928061457352', 'display_name': 'Cape Town Ward 55, Cape Town, City of Cape Town, Western Cape, 57, South Africa', 'address': {'suburb': 'Cape Town Ward 55', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '57', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9146154', '-33.913334', '18.4892362', '18.4940062']}",,Cape Town Ward 55,Cape Town,City of Cape Town,Western Cape,57,South Africa,za
